tenant_id,customer_id,external_tx_id,amount,currency,tx_timestamp,classification,merchant_category,device_id,ip_address_hash,location_country,channel,source,notes
550e8400-e29b-41d4-a716-446655440000,f9298b91-a55e-43e8-88f5-3313ff3dc09e,txn-00001,3836.98,USD,2025-02-01T08:00:00Z,CONFIRMED_FRAUD,GAMBLING,device-020,ip-hash-48,GH,MOBILE,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,f1021207-3ee3-4991-a9a5-b445314c8cf8,txn-00002,921.63,USD,2025-02-01T08:15:00Z,CONFIRMED_FRAUD,GAMBLING,device-013,ip-hash-46,US,MOBILE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,c421d45d-6669-4ea1-bb49-f722c87a338b,txn-00003,696.09,USD,2025-02-01T08:30:00Z,FALSE_POSITIVE,GAMBLING,device-018,ip-hash-45,US,WEB,ANALYST,
550e8400-e29b-41d4-a716-446655440000,3627a528-417e-442d-83a1-6b12ce78d7d6,txn-00004,3935.72,GHS,2025-02-01T08:45:00Z,CONFIRMED_FRAUD,GAMBLING,device-ring-1,ip-hash-23,US,MOBILE,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,902657c4-3bca-452c-8262-226b94e10e9e,txn-00005,778.63,GHS,2025-02-01T09:00:00Z,FALSE_POSITIVE,RETAIL,device-ring-3,ip-hash-37,GH,MOBILE,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,f90397b5-4e55-4b66-ab13-b3b4a34e6e59,txn-00006,235.06,USD,2025-02-01T09:15:00Z,FALSE_POSITIVE,RETAIL,device-021,ip-hash-7,US,WEB,ANALYST,
550e8400-e29b-41d4-a716-446655440000,f9298b91-a55e-43e8-88f5-3313ff3dc09e,txn-00007,134.31,GHS,2025-02-01T09:30:00Z,FALSE_POSITIVE,RETAIL,device-020,ip-hash-45,GH,MOBILE,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,b2b850fb-f6cb-4460-ae12-4fe684f63e95,txn-00008,372.5,USD,2025-02-01T09:45:00Z,FALSE_POSITIVE,RETAIL,device-023,ip-hash-44,US,MOBILE,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,b11eb531-0bb9-440f-8d8c-e82da713b8f4,txn-00009,1919.54,USD,2025-02-01T10:00:00Z,CONFIRMED_FRAUD,GAMBLING,device-026,ip-hash-37,US,MOBILE,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,51fd83e6-0dcd-4148-b8ca-e89e6228fcb9,txn-00010,732.07,USD,2025-02-01T10:15:00Z,FALSE_POSITIVE,RETAIL,device-ring-3,ip-hash-48,US,WEB,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,ed613ee6-3273-4968-b47d-c6826b92af82,txn-00011,797.87,USD,2025-02-01T10:30:00Z,FALSE_POSITIVE,RETAIL,device-ring-3,ip-hash-8,GH,MOBILE,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,f1021207-3ee3-4991-a9a5-b445314c8cf8,txn-00012,310.89,GHS,2025-02-01T10:45:00Z,FALSE_POSITIVE,RETAIL,device-ring-3,ip-hash-36,GH,MOBILE,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,8ef0b6c7-a300-4d6c-8ba7-2af34390ed9a,txn-00013,217.13,USD,2025-02-01T11:00:00Z,FALSE_POSITIVE,RETAIL,device-028,ip-hash-19,US,MOBILE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,2a0b3109-3786-4553-9828-c8fdab778163,txn-00014,701.3,USD,2025-02-01T11:15:00Z,CONFIRMED_LEGIT,RETAIL,device-ring-1,ip-hash-33,GH,WEB,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,8f65bd74-bc20-4675-a4cd-90f08ef7e140,txn-00015,126.51,USD,2025-02-01T11:30:00Z,FALSE_POSITIVE,GAMBLING,device-ring-3,ip-hash-39,US,WEB,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,bbbe5d39-7538-42df-a2fa-7f8c90d764ac,txn-00016,703.58,USD,2025-02-01T11:45:00Z,CONFIRMED_LEGIT,GAMBLING,device-ring-1,ip-hash-16,GH,MOBILE,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,51fd83e6-0dcd-4148-b8ca-e89e6228fcb9,txn-00017,782.5,GHS,2025-02-01T12:00:00Z,FALSE_POSITIVE,RETAIL,device-ring-3,ip-hash-36,GH,WEB,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,94563568-b3bd-4d66-8f06-de0b49bffece,txn-00018,771.67,USD,2025-02-01T12:15:00Z,FALSE_POSITIVE,CRYPTO,device-027,ip-hash-46,US,WEB,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,f9298b91-a55e-43e8-88f5-3313ff3dc09e,txn-00019,720.19,USD,2025-02-01T12:30:00Z,FALSE_POSITIVE,RETAIL,device-020,ip-hash-15,GH,WEB,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,c421d45d-6669-4ea1-bb49-f722c87a338b,txn-00020,472.81,USD,2025-02-01T12:45:00Z,FALSE_POSITIVE,RETAIL,device-018,ip-hash-15,GH,MOBILE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,ce648f5d-46be-444d-864b-1f53fb863fe7,txn-00021,226.39,GHS,2025-02-01T13:00:00Z,FALSE_POSITIVE,RETAIL,device-ring-1,ip-hash-16,US,WEB,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,bbbe5d39-7538-42df-a2fa-7f8c90d764ac,txn-00022,2439.73,USD,2025-02-01T13:15:00Z,CONFIRMED_FRAUD,CRYPTO,device-ring-1,ip-hash-44,GH,MOBILE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,b2b850fb-f6cb-4460-ae12-4fe684f63e95,txn-00023,690.03,USD,2025-02-01T13:30:00Z,FALSE_POSITIVE,RETAIL,device-023,ip-hash-35,US,MOBILE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,2066ffb4-4a04-4f47-9d1b-26fd98b1c654,txn-00024,203.6,USD,2025-02-01T13:45:00Z,FALSE_POSITIVE,CRYPTO,device-ring-1,ip-hash-4,GH,MOBILE,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,2066ffb4-4a04-4f47-9d1b-26fd98b1c654,txn-00025,387.68,USD,2025-02-01T14:00:00Z,FALSE_POSITIVE,CRYPTO,device-005,ip-hash-25,GH,WEB,ANALYST,
550e8400-e29b-41d4-a716-446655440000,4bc27d8e-f470-4046-8e38-9697c3da1c15,txn-00026,366.73,GHS,2025-02-01T14:15:00Z,FALSE_POSITIVE,RETAIL,device-029,ip-hash-10,GH,WEB,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,9f82f1a6-0744-42d9-998e-f835517a03b5,txn-00027,436.05,GHS,2025-02-01T14:30:00Z,FALSE_POSITIVE,GAMBLING,device-ring-1,ip-hash-33,GH,MOBILE,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,ce648f5d-46be-444d-864b-1f53fb863fe7,txn-00028,59.47,GHS,2025-02-01T14:45:00Z,FALSE_POSITIVE,RETAIL,device-002,ip-hash-8,GH,MOBILE,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,ce648f5d-46be-444d-864b-1f53fb863fe7,txn-00029,469.02,USD,2025-02-01T15:00:00Z,FALSE_POSITIVE,RETAIL,device-002,ip-hash-43,US,MOBILE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,ed613ee6-3273-4968-b47d-c6826b92af82,txn-00030,3404.75,USD,2025-02-01T15:15:00Z,CONFIRMED_FRAUD,CRYPTO,device-012,ip-hash-1,US,MOBILE,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,6e493456-d626-4f6d-a7de-a740c24925c5,txn-00031,1693.4,USD,2025-02-01T15:30:00Z,CONFIRMED_FRAUD,RETAIL,device-017,ip-hash-24,US,MOBILE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,b11eb531-0bb9-440f-8d8c-e82da713b8f4,txn-00032,245.5,USD,2025-02-01T15:45:00Z,FALSE_POSITIVE,CRYPTO,device-026,ip-hash-43,US,MOBILE,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,756ca5e1-dfef-4fc4-bb44-f5c3ba321b45,txn-00033,981.66,USD,2025-02-01T16:00:00Z,CONFIRMED_FRAUD,CRYPTO,device-ring-2,ip-hash-46,US,MOBILE,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,f9298b91-a55e-43e8-88f5-3313ff3dc09e,txn-00034,406.8,USD,2025-02-01T16:15:00Z,FALSE_POSITIVE,RETAIL,device-020,ip-hash-6,US,WEB,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,2a0b3109-3786-4553-9828-c8fdab778163,txn-00035,109.0,GHS,2025-02-01T16:30:00Z,FALSE_POSITIVE,CRYPTO,device-ring-1,ip-hash-36,US,MOBILE,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,ce648f5d-46be-444d-864b-1f53fb863fe7,txn-00036,554.36,GHS,2025-02-01T16:45:00Z,CONFIRMED_LEGIT,RETAIL,device-ring-1,ip-hash-38,GH,WEB,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,9f82f1a6-0744-42d9-998e-f835517a03b5,txn-00037,719.69,GHS,2025-02-01T17:00:00Z,FALSE_POSITIVE,GAMBLING,device-001,ip-hash-14,GH,MOBILE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,b54bb828-5a85-4631-aa87-2afcca3ed571,txn-00038,700.4,USD,2025-02-01T17:15:00Z,FALSE_POSITIVE,CRYPTO,device-024,ip-hash-16,GH,MOBILE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,2a0b3109-3786-4553-9828-c8fdab778163,txn-00039,4660.19,USD,2025-02-01T17:30:00Z,CONFIRMED_FRAUD,CRYPTO,device-ring-1,ip-hash-18,GH,MOBILE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,94563568-b3bd-4d66-8f06-de0b49bffece,txn-00040,2618.11,GHS,2025-02-01T17:45:00Z,CONFIRMED_FRAUD,GAMBLING,device-027,ip-hash-23,US,MOBILE,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,2a0b3109-3786-4553-9828-c8fdab778163,txn-00041,321.78,GHS,2025-02-01T18:00:00Z,FALSE_POSITIVE,RETAIL,device-ring-1,ip-hash-23,US,WEB,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,bbbe5d39-7538-42df-a2fa-7f8c90d764ac,txn-00042,212.67,USD,2025-02-01T18:15:00Z,FALSE_POSITIVE,RETAIL,device-003,ip-hash-7,US,WEB,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,15ef858e-69ab-4933-8b5a-3197feda26bc,txn-00043,486.94,GHS,2025-02-01T18:30:00Z,FALSE_POSITIVE,RETAIL,device-025,ip-hash-37,GH,WEB,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,a33b91e6-00ad-4603-9e76-8b6cab0821f8,txn-00044,418.34,USD,2025-02-01T18:45:00Z,FALSE_POSITIVE,GAMBLING,device-022,ip-hash-24,US,MOBILE,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,4bc27d8e-f470-4046-8e38-9697c3da1c15,txn-00045,254.56,GHS,2025-02-01T19:00:00Z,FALSE_POSITIVE,GAMBLING,device-029,ip-hash-33,US,WEB,ANALYST,
550e8400-e29b-41d4-a716-446655440000,ed613ee6-3273-4968-b47d-c6826b92af82,txn-00046,445.76,GHS,2025-02-01T19:15:00Z,FALSE_POSITIVE,RETAIL,device-012,ip-hash-44,GH,WEB,ANALYST,
550e8400-e29b-41d4-a716-446655440000,6e493456-d626-4f6d-a7de-a740c24925c5,txn-00047,246.58,GHS,2025-02-01T19:30:00Z,FALSE_POSITIVE,RETAIL,device-017,ip-hash-30,US,WEB,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,2f54dd7c-efcb-4c4e-ae1a-10a699c012e0,txn-00048,636.02,USD,2025-02-01T19:45:00Z,FALSE_POSITIVE,CRYPTO,device-006,ip-hash-19,US,MOBILE,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,f90397b5-4e55-4b66-ab13-b3b4a34e6e59,txn-00049,646.22,USD,2025-02-01T20:00:00Z,FALSE_POSITIVE,RETAIL,device-021,ip-hash-16,US,MOBILE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,f1021207-3ee3-4991-a9a5-b445314c8cf8,txn-00050,462.66,GHS,2025-02-01T20:15:00Z,FALSE_POSITIVE,GAMBLING,device-ring-3,ip-hash-16,GH,MOBILE,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,b54bb828-5a85-4631-aa87-2afcca3ed571,txn-00051,144.83,GHS,2025-02-01T20:30:00Z,FALSE_POSITIVE,CRYPTO,device-024,ip-hash-4,GH,MOBILE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,3627a528-417e-442d-83a1-6b12ce78d7d6,txn-00052,535.72,GHS,2025-02-01T20:45:00Z,FALSE_POSITIVE,CRYPTO,device-ring-1,ip-hash-40,US,WEB,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,b2b850fb-f6cb-4460-ae12-4fe684f63e95,txn-00053,362.81,GHS,2025-02-01T21:00:00Z,FALSE_POSITIVE,GAMBLING,device-023,ip-hash-50,US,MOBILE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,902657c4-3bca-452c-8262-226b94e10e9e,txn-00054,1785.78,USD,2025-02-01T21:15:00Z,CONFIRMED_FRAUD,GAMBLING,device-ring-3,ip-hash-9,GH,MOBILE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,a33b91e6-00ad-4603-9e76-8b6cab0821f8,txn-00055,1462.79,GHS,2025-02-01T21:30:00Z,CONFIRMED_FRAUD,CRYPTO,device-022,ip-hash-35,US,WEB,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,2f54dd7c-efcb-4c4e-ae1a-10a699c012e0,txn-00056,314.63,USD,2025-02-01T21:45:00Z,FALSE_POSITIVE,GAMBLING,device-006,ip-hash-49,US,WEB,CHARGEBACK,
